,Name,Platform,Year,Genre,Publisher,Na Sales,Eu Sales,Jp Sales,Other Sales,Global Sales,Console Type,Console Manufacturer,Console Released,Console Discontinued,Consoles Sold
0,Wii Sports,Wii,2006,Sports,Nintendo,41490000.0,29020000.0,3770000.0,8460000.0,82.74,Home,Nintendo,2006,2013,101630000.0
1,Super Mario Bros.,NES/Famicom,1985,Platform,Nintendo,29080000.0,3580000.0,6810000.0,770000.0,40.24,Home,Nintendo,1983,2003,61910000.0
2,Mario Kart Wii,Wii,2008,Racing,Nintendo,15850000.0,12880000.0,3790000.0,3310000.0,35.82,Home,Nintendo,2006,2013,101630000.0
3,Wii Sports Resort,Wii,2009,Sports,Nintendo,15750000.0,11010000.0,3280000.0,2960000.0,33.0,Home,Nintendo,2006,2013,101630000.0
4,Pokemon Red/Pokemon Blue,Game Boy,1996,Role-Playing,Nintendo,11270000.0,8890000.0,10220000.0,1000000.0,31.37,Handheld,Nintendo,1989,2003,64420000.0
5,Tetris,Game Boy,1989,Puzzle,Nintendo,23200000.0,2260000.0,4220000.0,580000.0,30.26,Handheld,Nintendo,1989,2003,64420000.0
6,New Super Mario Bros.,Nintendo DS,2006,Platform,Nintendo,11380000.0,9230000.0,6500000.0,2900000.0,30.01,Handheld,Nintendo,2004,2013,154020000.0
7,Wii Play,Wii,2006,Misc,Nintendo,14030000.0,9200000.0,2930000.0,2850000.0,29.02,Home,Nintendo,2006,2013,101630000.0
8,New Super Mario Bros. Wii,Wii,2009,Platform,Nintendo,14590000.0,7060000.0,4700000.0,2260000.0,28.62,Home,Nintendo,2006,2013,101630000.0
9,Duck Hunt,NES/Famicom,1984,Shooter,Nintendo,26930000.0,630000.0,280000.0,470000.0,28.31,Home,Nintendo,1983,2003,61910000.0
10,Nintendogs,Nintendo DS,2005,Simulation,Nintendo,9070000.0,11000000.0,1930000.0,2750000.0,24.76,Handheld,Nintendo,2004,2013,154020000.0
11,Mario Kart DS,Nintendo DS,2005,Racing,Nintendo,9810000.0,7570000.0,4130000.0,1920000.0,23.42,Handheld,Nintendo,2004,2013,154020000.0
12,Pokemon Gold/Pokemon Silver,Game Boy,1999,Role-Playing,Nintendo,9000000.0,6180000.0,7200000.0,710000.0,23.1,Handheld,Nintendo,1989,2003,64420000.0
13,Wii Fit,Wii,2007,Sports,Nintendo,8940000.0,8029999.999999999,3600000.0,2150000.0,22.72,Home,Nintendo,2006,2013,101630000.0
14,Wii Fit Plus,Wii,2009,Sports,Nintendo,9090000.0,8590000.0,2530000.0,1790000.0,22.0,Home,Nintendo,2006,2013,101630000.0
15,Kinect Adventures!,Xbox 360,2010,Misc,Microsoft Game Studios,14970000.0,4940000.0,240000.0,1670000.0,21.82,Home,Microsoft,2005,2016,84000000.0
16,Grand Theft Auto V,PlayStation 3,2013,Action,Take-Two Interactive,7010000.0,9270000.0,970000.0,4139999.9999999995,21.4,Home,Sony,2006,2017,87400000.0
17,Grand Theft Auto: San Andreas,PlayStation 2,2004,Action,Take-Two Interactive,9430000.0,400000.0,410000.0,10570000.0,20.81,Home,Sony,2000,2013,155000000.0
18,Super Mario World,SNES/Super Famicom,1990,Platform,Nintendo,12780000.0,3750000.0,3540000.0,550000.0,20.61,Home,Nintendo,1990,2003,49100000.0
19,Brain Age: Train Your Brain in Minutes a Day,Nintendo DS,2005,Misc,Nintendo,4750000.0,9260000.0,4160000.0,2049999.9999999998,20.22,Handheld,Nintendo,2004,2013,154020000.0
20,Pokemon Diamond/Pokemon Pearl,Nintendo DS,2006,Role-Playing,Nintendo,6420000.0,4520000.0,6040000.0,1370000.0,18.36,Handheld,Nintendo,2004,2013,154020000.0
21,Super Mario Land,Game Boy,1989,Platform,Nintendo,10830000.0,2710000.0,4179999.9999999995,420000.0,18.14,Handheld,Nintendo,1989,2003,64420000.0
22,Super Mario Bros. 3,NES/Famicom,1988,Platform,Nintendo,9540000.0,3440000.0,3840000.0,460000.0,17.28,Home,Nintendo,1983,2003,61910000.0
23,Grand Theft Auto V,Xbox 360,2013,Action,Take-Two Interactive,9630000.0,5310000.0,60000.0,1380000.0,16.38,Home,Microsoft,2005,2016,84000000.0
24,Grand Theft Auto: Vice City,PlayStation 2,2002,Action,Take-Two Interactive,8410000.0,5490000.0,470000.0,1780000.0,16.15,Home,Sony,2000,2013,155000000.0
25,Pokemon Ruby/Pokemon Sapphire,Game Boy Advance,2002,Role-Playing,Nintendo,6060000.0,3900000.0,5380000.0,500000.0,15.85,Handheld,Nintendo,2001,2010,81510000.0
26,Pokemon Black/Pokemon White,Nintendo DS,2010,Role-Playing,Nintendo,5570000.0,3280000.0,5650000.0,820000.0,15.32,Handheld,Nintendo,2004,2013,154020000.0
27,Brain Age 2: More Training in Minutes a Day,Nintendo DS,2005,Puzzle,Nintendo,3440000.0,5360000.0,5320000.0,1180000.0,15.3,Handheld,Nintendo,2004,2013,154020000.0
28,Gran Turismo 3: A-Spec,PlayStation 2,2001,Racing,Sony Computer Entertainment,6850000.0,5090000.0,1870000.0,1160000.0,14.98,Home,Sony,2000,2013,155000000.0
29,Call of Duty: Modern Warfare 3,Xbox 360,2011,Shooter,Activision,9030000.0,4280000.0,130000.0,1320000.0,14.76,Home,Microsoft,2005,2016,84000000.0
30,Pokémon Yellow: Special Pikachu Edition,Game Boy,1998,Role-Playing,Nintendo,5890000.0,5040000.0,3120000.0,590000.0,14.64,Handheld,Nintendo,1989,2003,64420000.0
31,Call of Duty: Black Ops,Xbox 360,2010,Shooter,Activision,9670000.0,3730000.0,110000.0,1130000.0,14.64,Home,Microsoft,2005,2016,84000000.0
32,Pokemon X/Pokemon Y,Nintendo 3DS,2013,Role-Playing,Nintendo,5170000.0,4050000.0,4340000.0,790000.0,14.35,Handheld,Nintendo,2011,2020,75940000.0
33,Call of Duty: Black Ops 3,PlayStation 4,2015,Shooter,Activision,5770000.0,5810000.0,350000.0,2310000.0,14.24,Home,Sony,2013,0,117200000.0
34,Call of Duty: Black Ops II,PlayStation 3,2012,Shooter,Activision,4990000.0,5880000.0,650000.0,2520000.0,14.03,Home,Sony,2006,2017,87400000.0
35,Call of Duty: Black Ops II,Xbox 360,2012,Shooter,Activision,8250000.0,4300000.0,70000.0,1120000.0,13.73,Home,Microsoft,2005,2016,84000000.0
36,Call of Duty: Modern Warfare 2,Xbox 360,2009,Shooter,Activision,8520000.0,3630000.0,80000.0,1290000.0,13.51,Home,Microsoft,2005,2016,84000000.0
37,Call of Duty: Modern Warfare 3,PlayStation 3,2011,Shooter,Activision,5540000.0,5820000.0,490000.0,1620000.0,13.46,Home,Sony,2006,2017,87400000.0
38,Grand Theft Auto III,PlayStation 2,2001,Action,Take-Two Interactive,6990000.0,4510000.0,300000.0,1300000.0,13.1,Home,Sony,2000,2013,155000000.0
39,Super Smash Bros. Brawl,Wii,2008,Fighting,Nintendo,6750000.0,2610000.0,2660000.0,1020000.0,13.04,Home,Nintendo,2006,2013,101630000.0
40,Call of Duty: Black Ops,PlayStation 3,2010,Shooter,Activision,5980000.0,4440000.0,480000.0,1830000.0,12.73,Home,Sony,2006,2017,87400000.0
41,Animal Crossing: Wild World,Nintendo DS,2005,Simulation,Nintendo,2550000.0,3520000.0,5330000.0,880000.0,12.27,Handheld,Nintendo,2004,2013,154020000.0
42,Mario Kart 7,Nintendo 3DS,2011,Racing,Nintendo,4740000.0,3910000.0,2670000.0,890000.0,12.21,Handheld,Nintendo,2011,2020,75940000.0
43,Halo 3,Xbox 360,2007,Shooter,Microsoft Game Studios,7970000.0,2830000.0,130000.0,1210000.0,12.14,Home,Microsoft,2005,2016,84000000.0
44,Grand Theft Auto V,PlayStation 4,2014,Action,Take-Two Interactive,3800000.0,5810000.0,360000.0,2020000.0,11.98,Home,Sony,2013,0,117200000.0
45,Pokemon HeartGold/Pokemon SoulSilver,Nintendo DS,2009,Action,Nintendo,4400000.0,2770000.0,3960000.0,770000.0,11.9,Handheld,Nintendo,2004,2013,154020000.0
46,Super Mario 64,Nintendo 64,1996,Platform,Nintendo,6910000.0,2850000.0,1910000.0,230000.0,11.89,Home,Nintendo,1996,2002,32930000.0
47,Gran Turismo 4,PlayStation 2,2004,Racing,Sony Computer Entertainment,3010000.0,10000.0,1100000.0,7530000.0,11.66,Home,Sony,2000,2013,155000000.0
48,Super Mario Galaxy,Wii,2007,Platform,Nintendo,6160000.0,3400000.0,1200000.0,760000.0,11.52,Home,Nintendo,2006,2013,101630000.0
49,Pokemon Omega Ruby/Pokemon Alpha Sapphire,Nintendo 3DS,2014,Role-Playing,Nintendo,4230000.0,3370000.0,3080000.0,650000.0,11.33,Handheld,Nintendo,2011,2020,75940000.0
50,Super Mario Land 2: 6 Golden Coins,Game Boy,1992,Adventure,Nintendo,6160000.0,2040000.0,2690000.0,290000.0,11.18,Handheld,Nintendo,1989,2003,64420000.0
51,Grand Theft Auto IV,Xbox 360,2008,Action,Take-Two Interactive,6760000.0,3100000.0,140000.0,1030000.0,11.02,Home,Microsoft,2005,2016,84000000.0
52,Gran Turismo,PlayStation,1997,Racing,Sony Computer Entertainment,4019999.9999999995,3870000.0,2540000.0,520000.0,10.95,Home,Sony,1994,2006,102490000.0
53,Super Mario 3D Land,Nintendo 3DS,2011,Platform,Nintendo,4890000.0,2990000.0,2130000.0,780000.0,10.79,Handheld,Nintendo,2011,2020,75940000.0
54,Gran Turismo 5,PlayStation 3,2010,Racing,Sony Computer Entertainment,2960000.0,4880000.0,810000.0,2120000.0,10.77,Home,Sony,2006,2017,87400000.0
55,Call of Duty: Modern Warfare 2,PlayStation 3,2009,Shooter,Activision,4990000.0,3690000.0,380000.0,1630000.0,10.69,Home,Sony,2006,2017,87400000.0
56,Grand Theft Auto IV,PlayStation 3,2008,Action,Take-Two Interactive,4760000.0,3760000.0,440000.0,1620000.0,10.57,Home,Sony,2006,2017,87400000.0
57,Super Mario All-Stars,SNES/Super Famicom,1993,Platform,Nintendo,5990000.0,2150000.0,2120000.0,290000.0,10.55,Home,Nintendo,1990,2003,49100000.0
58,Pokemon FireRed/Pokemon LeafGreen,Game Boy Advance,2004,Role-Playing,Nintendo,4340000.0,2650000.0,3150000.0,350000.0,10.49,Handheld,Nintendo,2001,2010,81510000.0
59,Super Mario 64,Nintendo DS,2004,Platform,Nintendo,5080000.0,3110000.0,1250000.0,980000.0,10.42,Handheld,Nintendo,2004,2013,154020000.0
60,Just Dance 3,Wii,2011,Misc,Ubisoft,6050000.0,3150000.0,0.0,1070000.0,10.26,Home,Nintendo,2006,2013,101630000.0
61,Call of Duty: Ghosts,Xbox 360,2013,Shooter,Activision,6720000.0,2630000.0,40000.0,820000.0,10.21,Home,Microsoft,2005,2016,84000000.0
62,Halo: Reach,Xbox 360,2010,Shooter,Microsoft Game Studios,7030000.0,1980000.0,80000.0,780000.0,9.88,Home,Microsoft,2005,2016,84000000.0
63,Mario Kart 64,Nintendo 64,1996,Racing,Nintendo,5550000.0,1940000.0,2230000.0,150000.0,9.87,Home,Nintendo,1996,2002,32930000.0
64,New Super Mario Bros. 2,Nintendo 3DS,2012,Platform,Nintendo,3660000.0,3070000.0,2470000.0,630000.0,9.82,Handheld,Nintendo,2011,2020,75940000.0
65,Halo 4,Xbox 360,2012,Shooter,Microsoft Game Studios,6630000.0,2360000.0,40000.0,730000.0,9.76,Home,Microsoft,2005,2016,84000000.0
66,Final Fantasy VII,PlayStation,1997,Role-Playing,Sony Computer Entertainment,3010000.0,2470000.0,3280000.0,960000.0,9.72,Home,Sony,1994,2006,102490000.0
67,Call of Duty: Ghosts,PlayStation 3,2013,Shooter,Activision,4090000.0,3730000.0,380000.0,1380000.0,9.59,Home,Sony,2006,2017,87400000.0
68,Just Dance 2,Wii,2010,Misc,Ubisoft,5840000.0,2890000.0,10000.0,780000.0,9.52,Home,Nintendo,2006,2013,101630000.0
69,Gran Turismo 2,PlayStation,1999,Racing,Sony Computer Entertainment,3880000.0,3420000.0,1690000.0,500000.0,9.49,Home,Sony,1994,2006,102490000.0
70,Call of Duty 4: Modern Warfare,Xbox 360,2007,Shooter,Activision,5910000.0,2380000.0,130000.0,900000.0,9.32,Home,Microsoft,2005,2016,84000000.0
71,Donkey Kong Country,SNES/Super Famicom,1994,Platform,Nintendo,4360000.0,1710000.0,3000000.0,230000.0,9.3,Home,Nintendo,1990,2003,49100000.0
72,Minecraft,Xbox 360,2013,Misc,Microsoft Game Studios,5580000.0,2830000.0,20000.0,770000.0,9.2,Home,Microsoft,2005,2016,84000000.0
73,Animal Crossing: New Leaf,Nintendo 3DS,2012,Simulation,Nintendo,2009999.9999999998,2320000.0,4360000.0,410000.0,9.09,Handheld,Nintendo,2011,2020,75940000.0
74,Mario Party DS,Nintendo DS,2007,Misc,Nintendo,4460000.0,1880000.0,1980000.0,700000.0,9.02,Handheld,Nintendo,2004,2013,154020000.0
75,The Elder Scrolls V: Skyrim,Xbox 360,2011,Role-Playing,Bethesda Softworks,5030000.0,2860000.0,100000.0,850000.0,8.84,Home,Microsoft,2005,2016,84000000.0
76,Super Mario Kart,SNES/Super Famicom,1992,Racing,Nintendo,3540000.0,1240000.0,3810000.0,180000.0,8.76,Home,Nintendo,1990,2003,49100000.0
77,FIFA 16,PlayStation 4,2015,Sports,Electronic Arts,1110000.0,6060000.0,60000.0,1260000.0,8.49,Home,Sony,2013,0,117200000.0
78,Wii Party,Wii,2010,Misc,Nintendo,1790000.0,3530000.0,2490000.0,680000.0,8.49,Home,Nintendo,2006,2013,101630000.0
79,Halo 2,Xbox,2004,Shooter,Microsoft Game Studios,6820000.0,1530000.0,50000.0,80000.0,8.49,Home,Microsoft,2001,2009,24000000.0
80,Mario Party 8,Wii,2007,Misc,Nintendo,3810000.0,2300000.0,1580000.0,730000.0,8.42,Home,Nintendo,2006,2013,101630000.0
81,Pokemon Black 2/Pokemon White 2,Nintendo DS,2012,Role-Playing,Nintendo,2910000.0,1860000.0,3140000.0,430000.0,8.33,Handheld,Nintendo,2004,2013,154020000.0
82,FIFA Soccer 13,PlayStation 3,2012,Action,Electronic Arts,1060000.0,5050000.0,130000.0,2009999.9999999998,8.24,Home,Sony,2006,2017,87400000.0
83,GoldenEye 007,Nintendo 64,1997,Shooter,Nintendo,5800000.0,2009999.9999999998,130000.0,150000.0,8.09,Home,Nintendo,1996,2002,32930000.0
84,Mario & Sonic at the Olympic Games,Wii,2007,Sports,Sega,2580000.0,3900000.0,660000.0,910000.0,8.06,Home,Nintendo,2006,2013,101630000.0
85,Final Fantasy X,PlayStation 2,2001,Role-Playing,Sony Computer Entertainment,2910000.0,2069999.9999999998,2730000.0,330000.0,8.05,Home,Sony,2000,2013,155000000.0
86,Final Fantasy VIII,PlayStation,1999,Role-Playing,SquareSoft,2280000.0,1720000.0,3630000.0,230000.0,7.86,Home,Sony,1994,2006,102490000.0
87,Pokémon Platinum Version,Nintendo DS,2008,Role-Playing,Nintendo,2820000.0,1780000.0,2690000.0,550000.0,7.84,Handheld,Nintendo,2004,2013,154020000.0
88,Pac-Man,Atari 2600,1982,Puzzle,Atari,7280000.0,450000.0,0.0,80000.0,7.81,Home,Atari,1977,1992,30000000.0
89,Grand Theft Auto: Liberty City Stories,PlayStation Portable,2005,Action,Take-Two Interactive,2900000.0,2830000.0,240000.0,1750000.0,7.72,Handheld,Sony,2004,2014,82000000.0
90,Super Mario Galaxy 2,Wii,2010,Platform,Nintendo,3660000.0,2420000.0,980000.0,640000.0,7.69,Home,Nintendo,2006,2013,101630000.0
91,Star Wars Battlefront (2015),PlayStation 4,2015,Shooter,Electronic Arts,2930000.0,3290000.0,220000.0,1230000.0,7.67,Home,Sony,2013,0,117200000.0
92,Call of Duty: Advanced Warfare,PlayStation 4,2014,Shooter,Activision,2800000.0,3300000.0,140000.0,1370000.0,7.6,Home,Sony,2013,0,117200000.0
93,The Legend of Zelda: Ocarina of Time,Nintendo 64,1998,Action,Nintendo,4099999.9999999995,1890000.0,1450000.0,160000.0,7.6,Home,Nintendo,1996,2002,32930000.0
94,Crash Bandicoot 2: Cortex Strikes Back,PlayStation,1997,Platform,Sony Computer Entertainment,3780000.0,2170000.0,1310000.0,310000.0,7.58,Home,Sony,1994,2006,102490000.0
95,Super Mario Bros. 2,NES/Famicom,1988,Platform,Nintendo,5390000.0,1180000.0,700000.0,190000.0,7.46,Home,Nintendo,1983,2003,61910000.0
96,Super Smash Bros. for Wii U and 3DS,Nintendo 3DS,2014,Fighting,Nintendo,3240000.0,1350000.0,2420000.0,430000.0,7.45,Handheld,Nintendo,2011,2020,75940000.0
97,Call of Duty: World at War,Xbox 360,2008,Shooter,Activision,4790000.0,1900000.0,0.0,690000.0,7.37,Home,Microsoft,2005,2016,84000000.0
98,Battlefield 3,Xbox 360,2011,Shooter,Electronic Arts,4460000.0,2130000.0,60000.0,690000.0,7.34,Home,Microsoft,2005,2016,84000000.0
99,The Legend of Zelda: Twilight Princess,Wii,2006,Action,Nintendo,3830000.0,2190000.0,600000.0,700000.0,7.31,Home,Nintendo,2006,2013,101630000.0
100,Call of Duty: Black Ops 3,Xbox One,2015,Shooter,Activision,4520000.0,2089999.9999999998,10000.0,670000.0,7.3,Home,Microsoft,2013,2020,58500000.0
101,Just Dance,Wii,2009,Misc,Ubisoft,3510000.0,3030000.0,0.0,730000.0,7.27,Home,Nintendo,2006,2013,101630000.0
102,Battlefield 3,PlayStation 3,2011,Shooter,Electronic Arts,2850000.0,2930000.0,350000.0,1100000.0,7.23,Home,Sony,2006,2017,87400000.0
103,Need for Speed Underground,PlayStation 2,2003,Racing,Electronic Arts,3270000.0,2830000.0,80000.0,1020000.0,7.2,Home,Sony,2000,2013,155000000.0
104,Tekken 3,PlayStation,1998,Fighting,Sony Computer Entertainment,3270000.0,2220000.0,1400000.0,290000.0,7.16,Home,Sony,1994,2006,102490000.0
105,Crash Bandicoot 3: Warped,PlayStation,1998,Platform,Sony Computer Entertainment,3680000.0,1750000.0,1420000.0,280000.0,7.13,Home,Sony,1994,2006,102490000.0
106,Super Smash Bros. Melee,GameCube,2001,Fighting,Nintendo,4410000.0,1040000.0,1390000.0,220000.0,7.07,Home,Nintendo,2001,2007,21740000.0
107,Mario Kart 8,Wii U,2014,Racing,Nintendo,3130000.0,2069999.9999999998,1270000.0,490000.0,6.96,Home,Nintendo,2012,2017,13560000.0
108,Fallout 4,PlayStation 4,2015,Role-Playing,Bethesda Softworks,2470000.0,3150000.0,240000.0,1100000.0,6.96,Home,Sony,2013,0,117200000.0
109,Mario Kart: Double Dash!!,GameCube,2003,Racing,Nintendo,4120000.0,1770000.0,870000.0,190000.0,6.95,Home,Nintendo,2001,2007,21740000.0
110,Just Dance 4,Wii,2012,Misc,Ubisoft,4139999.9999999995,2210000.0,0.0,560000.0,6.91,Home,Nintendo,2006,2013,101630000.0
111,FIFA 14,PlayStation 3,2013,Sports,Electronic Arts,780000.0,4320000.0,70000.0,1730000.0,6.9,Home,Sony,2006,2017,87400000.0
112,Need for Speed Underground 2,PlayStation 2,2004,Racing,Electronic Arts,2710000.0,3020000.0,80000.0,1090000.0,6.9,Home,Sony,2000,2013,155000000.0
113,Medal of Honor: Frontline,PlayStation 2,2002,Shooter,Electronic Arts,2930000.0,2750000.0,170000.0,990000.0,6.83,Home,Sony,2000,2013,155000000.0
114,Uncharted 3: Drake's Deception,PlayStation 3,2011,Action,Sony Computer Entertainment,2770000.0,2800000.0,190000.0,1060000.0,6.83,Home,Sony,2006,2017,87400000.0
115,Crash Bandicoot,PlayStation,1996,Platform,Sony Computer Entertainment,3230000.0,2350000.0,940000.0,300000.0,6.82,Home,Sony,1994,2006,102490000.0
116,Zumba Fitness,Wii,2010,Sports,505 Games,3500000.0,2640000.0,0.0,670000.0,6.81,Home,Nintendo,2006,2013,101630000.0
117,Gears of War 2,Xbox 360,2008,Shooter,Microsoft Game Studios,4150000.0000000005,1920000.0,60000.0,640000.0,6.76,Home,Microsoft,2005,2016,84000000.0
118,Uncharted 2: Among Thieves,PlayStation 3,2009,Action,Sony Computer Entertainment,3270000.0,2250000.0,210000.0,1000000.0,6.73,Home,Sony,2006,2017,87400000.0
119,Call of Duty 4: Modern Warfare,PlayStation 3,2007,Shooter,Activision,3100000.0,2300000.0,280000.0,1040000.0,6.72,Home,Sony,2006,2017,87400000.0
120,FIFA 12,PlayStation 3,2011,Sports,Electronic Arts,840000.0,4320000.0,110000.0,1420000.0,6.69,Home,Sony,2006,2017,87400000.0
121,Big Brain Academy,Nintendo DS,2005,Misc,Nintendo,1670000.0,2780000.0,1600000.0,620000.0,6.67,Handheld,Nintendo,2004,2013,154020000.0
122,Red Dead Redemption,PlayStation 3,2010,Action,Take-Two Interactive,2790000.0,2610000.0,170000.0,1030000.0,6.6,Home,Sony,2006,2017,87400000.0
123,FIFA 15,PlayStation 4,2014,Sports,Electronic Arts,790000.0,4290000.0,50000.0,1470000.0,6.59,Home,Sony,2013,0,117200000.0
124,Donkey Kong Country Returns,Wii,2010,Platform,Nintendo,3250000.0,1840000.0,1030000.0,470000.0,6.59,Home,Nintendo,2006,2013,101630000.0
125,The Elder Scrolls V: Skyrim,PlayStation 3,2011,Role-Playing,Bethesda Softworks,2550000.0,2710000.0,250000.0,1050000.0,6.56,Home,Sony,2006,2017,87400000.0
126,The Legend of Zelda,NES/Famicom,1986,Action,Nintendo,3740000.0,930000.0,1690000.0,140000.0,6.51,Home,Nintendo,1983,2003,61910000.0
127,Assassin's Creed III,PlayStation 3,2012,Action,Ubisoft,2640000.0,2560000.0,160000.0,1140000.0,6.5,Home,Sony,2006,2017,87400000.0
128,Halo: Combat Evolved,Xbox,2001,Shooter,Microsoft Game Studios,4980000.0,1300000.0,80000.0,70000.0,6.43,Home,Microsoft,2001,2009,24000000.0
129,Pokémon Emerald Version,Game Boy Advance,2004,Role-Playing,Nintendo,2570000.0,1580000.0,2060000.0,210000.0,6.41,Handheld,Nintendo,2001,2010,81510000.0
130,Kingdom Hearts,PlayStation 2,2002,Role-Playing,Sony Computer Entertainment,3640000.0,1200000.0,1490000.0,70000.0,6.4,Home,Sony,2000,2013,155000000.0
131,Pokémon Crystal Version,Game Boy,2000,Role-Playing,Nintendo,2550000.0,1560000.0,1290000.0,990000.0,6.39,Handheld,Nintendo,1989,2003,64420000.0
132,Halo 3: ODST,Xbox 360,2009,Shooter,Microsoft Game Studios,4340000.0,1350000.0,60000.0,610000.0,6.36,Home,Microsoft,2005,2016,84000000.0
133,Red Dead Redemption,Xbox 360,2010,Action,Take-Two Interactive,3700000.0,1970000.0,90000.0,570000.0,6.34,Home,Microsoft,2005,2016,84000000.0
134,Super Mario Sunshine,GameCube,2002,Platform,Nintendo,4010000.0,1260000.0,870000.0,170000.0,6.31,Home,Nintendo,2001,2007,21740000.0
135,Street Fighter II: The World Warrior,SNES/Super Famicom,1992,Fighting,Capcom,2470000.0,830000.0,2870000.0,120000.0,6.3,Home,Nintendo,1990,2003,49100000.0
136,Driver,PlayStation,1999,Action,GT Interactive,3110000.0,2800000.0,20000.0,330000.0,6.27,Home,Sony,1994,2006,102490000.0
137,Kinect Sports,Xbox 360,2010,Sports,Microsoft Game Studios,3920000.0,1780000.0,30000.0,510000.0,6.24,Home,Microsoft,2005,2016,84000000.0
138,Gears of War 3,Xbox 360,2011,Shooter,Microsoft Game Studios,4050000.0,1620000.0,70000.0,490000.0,6.24,Home,Microsoft,2005,2016,84000000.0
139,Gears of War,Xbox 360,2006,Shooter,Microsoft Game Studios,3540000.0,1900000.0,70000.0,600000.0,6.11,Home,Microsoft,2005,2016,84000000.0
140,Metal Gear Solid 2: Sons of Liberty,PlayStation 2,2001,Action,Konami Digital Entertainment,2450000.0,2009999.9999999998,870000.0,720000.0,6.05,Home,Sony,2000,2013,155000000.0
141,Sonic the Hedgehog 2,Sega Genesis/Mega Drive,1992,Platform,Sega,4470000.0,1200000.0,160000.0,190000.0,6.03,Home,Sega,1988,1997,30750000.0
142,Metal Gear Solid 4: Guns of the Patriots,PlayStation 3,2008,Action,Konami Digital Entertainment,2630000.0,1740000.0,830000.0,830000.0,6.03,Home,Sony,2006,2017,87400000.0
143,Metal Gear Solid,PlayStation,1998,Action,Konami Digital Entertainment,3180000.0,1830000.0,780000.0,240000.0,6.03,Home,Sony,1994,2006,102490000.0
144,The Last of Us,PlayStation 3,2013,Action,Sony Computer Entertainment Europe,2410000.0,2280000.0,280000.0,1010000.0,5.99,Home,Sony,2006,2017,87400000.0
145,Final Fantasy XII,PlayStation 2,2006,Role-Playing,Square Enix,1880000.0,0.0,2330000.0,1740000.0,5.95,Home,Sony,2000,2013,155000000.0
146,LittleBigPlanet,PlayStation 3,2008,Platform,Sony Computer Entertainment,2800000.0,2049999.9999999998,170000.0,900000.0,5.92,Home,Sony,2006,2017,87400000.0
147,Dragon Quest IX: Sentinels of the Starry Skies,Nintendo DS,2009,Role-Playing,Nintendo,660000.0,690000.0,4350000.0,150000.0,5.84,Handheld,Nintendo,2004,2013,154020000.0
148,LEGO Star Wars: The Complete Saga,Wii,2007,Action,LucasArts,3660000.0,1630000.0,0.0,530000.0,5.83,Home,Nintendo,2006,2013,101630000.0
149,Resident Evil 2,PlayStation,1998,Action,Virgin Interactive,1880000.0,1470000.0,2020000.0,450000.0,5.82,Home,Sony,1994,2006,102490000.0
150,Tekken 2,PlayStation,1996,Fighting,Sony Computer Entertainment,2260000.0,1890000.0,1360000.0,230000.0,5.74,Home,Sony,1994,2006,102490000.0
151,Cooking Mama,Nintendo DS,2006,Simulation,505 Games,3130000.0,1940000.0,70000.0,580000.0,5.72,Handheld,Nintendo,2004,2013,154020000.0
152,Destiny,PlayStation 4,2014,Shooter,Activision,2490000.0,2049999.9999999998,160000.0,960000.0,5.65,Home,Sony,2013,0,117200000.0
153,Tetris,NES/Famicom,1988,Puzzle,Nintendo,2970000.0,690000.0,1810000.0,110000.0,5.58,Home,Nintendo,1983,2003,61910000.0
154,Assassin's Creed II,PlayStation 3,2009,Action,Ubisoft,2540000.0,1950000.0,210000.0,870000.0,5.57,Home,Sony,2006,2017,87400000.0
155,Super Smash Bros.,Nintendo 64,1999,Fighting,Nintendo,2950000.0,600000.0,1970000.0,40000.0,5.55,Home,Nintendo,1996,2002,32930000.0
156,Assassin's Creed,Xbox 360,2007,Adventure,Ubisoft,3280000.0,1650000.0,70000.0,550000.0,5.55,Home,Microsoft,2005,2016,84000000.0
157,Batman: Arkham City,PlayStation 3,2011,Action,Warner Bros. Interactive Entertainment,2700000.0,1910000.0,110000.0,800000.0,5.53,Home,Sony,2006,2017,87400000.0
158,Forza Motorsport 3,Xbox 360,2009,Racing,Microsoft Game Studios,2990000.0,1920000.0,100000.0,510000.0,5.51,Home,Microsoft,2005,2016,84000000.0
159,Monster Hunter Freedom Unite,PlayStation Portable,2008,Role-Playing,Capcom,470000.0,570000.0,4130000.0,340000.0,5.5,Handheld,Sony,2004,2014,82000000.0
160,Super Mario Advance,Game Boy Advance,2001,Platform,Nintendo,3140000.0,1240000.0,910000.0,200000.0,5.49,Handheld,Nintendo,2001,2010,81510000.0
161,Mario Kart: Super Circuit,Game Boy Advance,2001,Racing,Nintendo,2620000.0,1640000.0,990000.0,230000.0,5.47,Handheld,Nintendo,2001,2010,81510000.0
162,Super Mario World,Game Boy Advance,2001,Platform,Nintendo,3210000.0,1110000.0,950000.0,200000.0,5.46,Handheld,Nintendo,2001,2010,81510000.0
163,Pokemon Stadium,Nintendo 64,1999,Strategy,Nintendo,3180000.0,1240000.0,940000.0,90000.0,5.45,Home,Nintendo,1996,2002,32930000.0
164,Call of Duty: World at War,PlayStation 3,2008,Shooter,Activision,2720000.0,1870000.0,0.0,840000.0,5.43,Home,Sony,2006,2017,87400000.0
